CompanyName,Contact,Address1,Address2,City,State,Zip1,Zip2,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip1,MailingZip2,RegistrationDate,County,ExpirationDate,StateCompanyID,CompanyType
POMPILIO OCHOA #DL024,POMPILIO OCHOA,871  SON WRIGHT RD,,DIXIE,GA,31629,,PO BOX 506,,QUITMAN,GA,31643,,4/6/2016,BROOKS,12/31/2027,50003662,470
PREMIUM DISTRIBUTION,EDWARD BLOOMER,330  FRANKLIN RD,,MARIETTA,GA,30060,,330  FRANKLIN RD,,MARIETTA,GA,30060,,1/1/1900,COBB,12/31/2027,528169,460
PREMIUM DISTRIBUTORS,RICK DAVISON,106  EXA AVE,,CORDELE,GA,31015,,PO BOX 6274,,MARIETTA,GA,30065,,1/1/1900,CRISP,12/31/2027,1652405,460
PROMISE LAND DAIRY,DANNY CULPEPPER,431  PARTEN RD,,ASHBURN,GA,31714,,431  PARTEN RD,,ASHBURN,GA,31714,,1/1/1900,TURNER,12/31/2013,1382034,420
PROVIDENCE DAIRY,DR. PAUL JOHNSON,195 CEDAR GROVE RD,,CLIMAX,GA,39834,,195 CEDAR GROVE RD,,CLIMAX,GA,39834,,9/17/2008,DECATUR,12/31/2027,527708,420
"PUBLIX SUPER MARKET, INC.",,3045  NEW TAMPA HIGHWAY,,LAKELAND,FL,33815,,3045  NEW TAMPA HIGHWAY,,LAKELAND,FL,33815,,11/16/2012,,12/31/2027,1692506,435
PUBLIX SUPERMARKETS,MIKE NANCE,445  HURRICANE TRL,,DACULA,GA,30019,,PO BOX 32018,,LAKELAND,FL,33802,,1/1/1900,GWINNETT,12/31/2027,527690,440
PUBLIX SUPERMARKETS,WILLIAM CRENSHAW,445  HURRICANE TRL,,DACULA,GA,30019,,PO BOX 32018,,LAKELAND,FL,33802,,1/1/1900,GWINNETT,12/31/2027,527689,430
PUBLIX SUPERMARKETS,,445  HURRICANE TRL,,DACULA,GA,30019,,PO BOX 32018,,LAKELAND,FL,33802,,1/1/1900,GWINNETT,12/31/2027,527691,450
QUATAVIUS OFFORD #DL085,QUATAVIUS OFFORD ,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,2923 JACKSON DAIRY RD ,,BACONTON,GA,31716,,5/17/2019,MITCHELL,12/31/2027,55567628,470
QUEENSBORO FARM PRODUCTS INC.,DON LANDRY,4  RASBACH ST,,CANASTOTA,NY,13032,,156-02 LIBERTY AVE,,JAMAICA,NY,11433,,2/15/2013,,12/31/2027,1692616,435
R & D DAIRY,DONALD AND RAY YODER,610  BRENT RD,,BARNESVILLE,GA,30204,,610  BRENT RD,,BARNESVILLE,GA,30204,,1/23/2015,LAMAR,12/31/2027,2502410,420
R & R DAIRY,RANDY YODER,338  MILLER RD,,MONTEZUMA,GA,31063,,338  MILLER RD,,MONTEZUMA,GA,31063,,1/1/2010,MACON,12/31/2027,1289401,420
R & T DAIRY,,122  WILSON RD,,EATONTON,GA,31024,,547  MARTIN LUTHER KING DR,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2013,527755,420
"R.A. MOORE DAIRY, INC.",BARRY CHURCHWELL DUSTIN CHURCHWELL,3000  MACEDONIA RD,,UNION POINT,GA,30669,,3000  MACEDONIA RD,,UNION POINT,GA,30669,,1/1/1900,GREENE,12/31/2027,527606,420
RACHEL BAZEMORE #126,,19  MLK JR DR SW,,ATLANTA,GA,30334,,19  MLK JR DR SW,,ATLANTA,GA,30334,,10/26/2017,FULTON,12/31/2027,55566544,470
RANDALL GOOSSEN DAIRY # 2,RANDALL GOOSSEN,2033 WILCHER RD,,LOUISVILLE,GA,,,2033 WILCHER RD,,LOUISVILLE,GA,,,1/1/1900,JEFFERSON,12/31/2013,1237402,420
RECARDO WORTHEN #223,,385  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,9/6/2013,PUTNAM,12/31/2027,1692701,470
REID'S DG BUTTER WORKS,LEE ANN BROWNLOW RAMSEY,3128 QUEEN WALK NE ,,ATLANTA,GA,30345,,3128 QUEEN WALK NE ,,ATLANTA,GA,30345,,1/19/2018,DEKALB,12/31/2027,55567526,440
RENATO RIZZO #DL022,,1961  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,PO BOX 508,,QUITMAN,GA,31643,,4/6/2016,BROOKS,12/31/2027,50003668,470
RESILUX  AMERICA,MARK THOMAS,265  JOHN BROOKS RD,,PENDERGRASS,GA,30567,,265  JOHN BROOKS RD,,PENDERGRASS,GA,30567,,12/18/2013,JACKSON,12/31/2027,1692736,450
REYNALDO RIVERA #059,REYNALDO RIVERA ,1950 HWY 484 SE,,BELLEVIEW,FL,34421,,1950 HWY 484 SE,,BELLEVIEW,FL,34421,,1/15/2020,,12/31/2027,55567668,470
RICARDO LOPEZ #DL088,RICARDO LOPEZ ,320 HIGHBRIGHTON DAIRY RD UNIT A ,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,6/11/2019,MACON,12/31/2027,55567631,470
RICHARD DURDEN #019,RICHARD DURDEN,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,PO BOX 3459 ,,EATONTON,GA,31024,,2/20/2020,PUTNAM,12/31/2027,55567688,470
RICHARD STILL #DL075,RICHARD STILL ,1363 C HWY 19 S ,,AMERICUS,GA,31709,,2620 S LEE ST ,,AMERICUS,GA,31709,,10/1/2018,SUMTER,12/31/2027,55567580,470
ROBERT GAFNEA III #DL061,ROBERT GAFNEA III ,1141 BROUGHTON RD ,,MADISON,GA,30650,,1141 BROUGHTON RD ,,MADISON,GA,30650,,3/14/2018,MORGAN,12/31/2027,55567546,470
ROBERT GOODELL #047,ROBERT GOODELL,445 HURRICANE TRL ,,DACULA,GA,30019,,PO BOX 1130 ,,LAWRENCEVILLE,GA,30046,,11/13/2019,GWINNETT,12/31/2027,55567652,475
ROBINSON DAIRY,RONALD ROBINSON,732  BLANTON MILL RD,,GRIFFIN,GA,30224,,66  SCOTT BRANCH RD,,GRIFFIN,GA,30224,,1/1/1900,SPALDING,12/31/2027,527608,420
ROCKER ROAD DAIRY,RAY MOORE,330 NE JOHNSON RD,,CRAWFORDVILLE,GA,30631,,330 NE JOHNSON RD,,CRAWFORDVILLE,GA,30631,,1/1/1900,WILKES,12/31/2013,527615,420
RODNEY BRASINGTON #057,RODNEY BRASINGTON,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,11/7/2019,MITCHELL,12/31/2027,55567667,475
RODNEY LITTLE #151,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2014,1382332,470
ROGER DIEUJUSTE #60,,445  HURRICANE TRL,,DACULA,GA,30019,,PO BOX 1130,,LAWRENCEVILLE,GA,30046,,5/27/2014,GWINNETT,12/31/2027,1381912,475
ROGER MCDONALD #DL038,,1961  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,1961  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,1/25/2017,BROOKS,12/31/2027,55559858,470
ROGERS CORRECTIONAL INSTITUTE (plant),,262  DAIRY RD,,REIDSVILLE,GA,30453,,2442  HWY 147,,REIDSVILLE,GA,30453,,1/1/1900,TATTNALL,12/31/2014,527697,430
ROGERS CORRECTIONAL INSTITUTION (farm),,262  DAIRY RD,,REIDSVILLE,GA,30453,,2442  HWY 147,,REIDSVILLE,GA,30453,,1/1/1900,TATTNALL,12/31/2013,527604,420
RONNIE LOTT #345,,19  MLK JR DR SW,,ATLANTA,GA,30334,,19  MLK JR DR SW,,ATLANTA,GA,30334,,1/1/1900,COFFEE,12/31/2014,1381939,470
S & D DAIRY,,2890  OLD BUCKHEAD RD,,MADISON,GA,30650,,2890  OLD BUCKHEAD RD,,MADISON,GA,30650,,1/1/1900,MORGAN,12/31/2027,527740,420
"SAFFOLD, WILLIAM A.",,1901 SAFFOLD RD,,BUCKHEAD,GA,,,"SAFFOLD, WILLIAM A.",1901 SAFFOLD RD,BUCKHEAD,GA,30625,,1/1/1900,MORGAN,12/31/2027,528855,420
SANCHEZ DAIRY,ALEJANDRO SANCHEZ,178  DENNIS STATION RD,,EATONTON,GA,31024,,178  DENNIS STATION RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527764,420
SANDY HILL FARM,BENJAMIN YODER,2053  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,2053  FIELDS CROSSING RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527960,420
SARGENTO FOODS INC.,BILL BARTNIK,ONE PERSNICKETY PL,,PLYMOUTH,WI,53073,,ONE PERSNICKETY PL,,PLYMOUTH,WI,53073,,6/16/2014,,12/31/2027,2041946,445
SAVANNAH KLEEN,,205  OLEARY RD,,SAVANNAH,GA,31407,,205  OLEARY RD,,SAVANNAH,GA,31407,,7/14/2016,CHATHAM,12/31/2027,55556760,490
SAVANNAH SQUARE POPS,JUDD WIGGINS,347  MARTIN LUTHER KING  Jr BLVD,,SAVANNAH,GA,31405,,702 E 53rd ST,,SAVANNAH,GA,31405,,8/12/2016,CHATHAM,12/31/2027,55556404,440
"SCHOEP'S ICE CREAM CO., INC.",,514  DIVISION/PO BOX 3249,,MADISON,WI,53704,,2070  HELENA ST/ PO BOX 3249,,MADISON,WI,53704,,11/26/2012,,12/31/2027,55558237,445
SCOTT CORBETT #043,SCOTT CORBETT ,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,384 LOWER HARMONY RD ,,EATONTON,GA,31024,,3/5/2019,PUTNAM,12/31/2027,55567609,470
SCOTT GLOVER #145,SCOTT GLOVER,7118  BRITT GAILEY RD,,CLERMONT,GA,30527,,7118  BRITT GAILEY RD,,CLERMONT,GA,30527,,1/1/1900,HALL,12/31/2027,1197452,470
SCOTT KIRKALDY #062,SCOTT KIRKALDY,445 HURRICANE TRL ,,DACULA,GA,30019,,445 HURRICANE TRL ,,DACULA,GA,30019,,4/23/2019,GWINNETT,12/31/2027,55567614,475
SEAN FLEWELLEN #028,SEAN FLEWELLEN,2947 JACKSON DAIRY RD,,BACONTON,GA,31716,,PO BOX 3790,,BELLEVIEW,FL,34421,,10/10/2019,MITCHELL,12/31/2027,55567647,475
SEASONED TO PLEASE CULINARY MANAGEMENT GROUP LLC,,2200  PARKLAKE DR,,ATLANTA,GA,30345,,2200  PARKLAKE DR,,ATLANTA,GA,30345,,3/31/2016,,12/31/2027,50003681,440
SETH THOMPSON #065,SETH THOMPSON ,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,5/17/2019,MITCHELL,12/31/2027,55567621,475
SEVEN OAKS DAIRY,,4186 HWY 23,,WAYNESBORO,GA,,,4186 HWY 23,,WAYNESBORO,GA,,,1/1/1900,BURKE,12/31/2027,528750,420
SHADY GROVE DAIRY #2,,1842 NIKKEL RD,,LOUISVILLE,GA,,,1842 NIKKEL RD,,LOUISVILLE,GA,,,1/1/1900,JEFFERSON,12/31/2027,527795,420
SHADY GROVE FARM,,32  MENNONITE CHURCH RD,,MONTEZUMA,GA,31063,,32  Mennonite Church RD,,MONTEZUMA,GA,31063,,1/1/1900,MACON,12/31/2013,527715,420
SHAMIKA ERVEN #054,SHAMIKA ERVEN ,2947 JACKSON DAIRY RD ,,BACONTON,GA,31716,,PO BOX 3790,,BELLEVIEW,FL,34421,,11/7/2019,MITCHELL,12/31/2027,55567664,475
SHAMROCK FOODS COMPANY DAIRY DIVISION,AMY BIERMAN,2228 N BLACK CANYON HWY,,PHOENIX,AZ,85009,,2228 N BLACK CANYON HWY,,PHOENIX,AZ,85009,,11/15/2012,,12/31/2027,1692458,435
SILGAN CLOSURES,,150  VOYLES RD,,ATHENS,GA,30601,,150  VOYLES RD,,ATHENS,GA,30601,,1/1/1900,CLARKE,12/31/2027,527693,450
"SKC, INC.",,1000  SKC DR,,COVINGTON,GA,30014,,1000  SKC DR,,COVINGTON,GA,30014,,6/10/2009,NEWTON,12/31/2027,527777,450
SMITH DAIRY,MICHAEL SMITH,950  BRENT RD,,BARNESVILLE,GA,30204,,939  BRENT RD,,BARNESVILLE,GA,30204,,1/1/1900,LAMAR,12/31/2027,1692417,420
"SMITH DAIRY, INC.",JEFF SMITH,850  CENTERVILLE RD,,RAYLE,GA,30660,,6763  HIGHWAY 172,,COMER,GA,30629,,3/16/2014,WILKES,12/31/2027,527665,420
SMITH FAMILY DAIRY FARM,BARRY AND NANCY SMITH,405  ERVIN CROSBY RD,,NORMAN PARK,GA,31771,,528  JOHN VICKERS RD,,NORMAN PARK,GA,31771,,2/24/2014,COLQUITT,12/31/2027,37107176,420
SMITH FAMILY DAIRY FARM,BARRY AND NANCY SMITH,405  ERVIN CROSBY,,NORMAN PARK,GA,31771,,528  JOHN VICKERS RD,,NORMAN PARK,GA,31771,,2/24/2014,COLQUITT,12/31/2027,37107175,440
"SMITH, DREW DAIRY",DREW SMITH,150  LANGFORD RD,,NASHVILLE,GA,31639,,150  LANGFORD RD,,NASHVILLE,GA,31639,,1/1/1900,BERRIEN,12/31/2013,527659,420
"SMITH, EDNA J.",JENS DEHMELT,5385  STAGECOACH RD,,ANDERSONVILLE,GA,31711,,5633  STAGE COACH . RD,,ANDERSONVILLE,GA,31711,,1/1/1900,MACON,12/31/2013,527534,420
"SOLO CUP CO., INC.",KENNETH DART ROBERT DART,1455  HIGHWAY 138  NE,,CONYERS,GA,30013,,1455  HIGHWAY 138  NE,,CONYERS,GA,30013,,1/1/1900,ROCKDALE,12/31/2027,527692,450
SOLO CUP COMPANY - SE DISTRIBUTION,KENNETH DART ROBERT DART,2887  SOCIAL CIRCLE PKWY,,SOCIAL CIRCLE,GA,30025,,PO BOX 1347,,SOCIAL CIRCLE,GA,30025,,12/3/2008,WALTON,12/31/2027,528173,460
SOUTH BROOK DAIRY LLC,CALVIN MOODY,3066  THOMPSON RD,,QUITMAN,GA,31643,,1960  MONUMENT CHURCH RD,,QUITMAN,GA,31643,,10/30/2017,BROOKS,12/31/2027,55566491,420
"SOUTHEAST DAIRY PROCESSORS, INC.",,3803 E COLUMBUS DR,,TAMPA,FL,33605,,PO BOX 5088,,TAMPA,FL,33605,,11/16/2012,,12/31/2027,1692507,435
SOUTHEAST MILK,,1950 SE HWY 484,,BELLEVIEW,FL,34421,,PO BOX 3790,,BELLEVIEW,FL,34421,,11/15/2012,,12/31/2013,1692455,415
"SOUTHEAST MILK, INC., DPD",Richard Thompson,2947  JACKSON DAIRY RD,,BACONTON,GA,31716,,2947  JACKSON DAIRY RD,,BACONTON,GA,31716,,1/1/1900,MITCHELL,12/31/2027,527761,430
SOUTHERN COMFORT DAIRY INC.,STEWART BRUINSMA,621 N CONEY RD,,CORDELE,GA,31015,,621 N CONEY RD,,CORDELE,GA,31015,,11/16/2012,CRISP,12/31/2027,1692478,420
SOUTHERN ROSE FARMS,JAMES YODER,1107  THUNDERING SPRINGS RD,,DUBLIN,GA,31027,,901  SOUTH LAKE DR,,DUBLIN,GA,31027,,3/2/2014,LAURENS,12/31/2027,37107259,420
SOUTHERN SANDS FARM LLC,KENT HEGE,6530  HWY 56 SOUTH,,MILLEN,GA,30442,,6530  HWY 56 SOUTH,,MILLEN,GA,30442,,8/13/2015,JENKINS,12/31/2027,37109944,420
SOUTHERN SWISS DAIRY,VIRGINIA FRANKS,279  ROSIER RD,,WAYNESBORO,GA,30830,,279  ROSIER RD,,WAYNESBORO,GA,30830,,1/1/1900,BURKE,12/31/2027,1381961,430
SPARKMAN BURMA DAIRY,Ricky Sparkman,1280  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,1280  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,6/29/2015,COLQUITT,12/31/2027,527540,420
SPARKMAN'S CREAM VALLEY,RICKY SPARKMAN,1263  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,1263  ROSSMAN DAIRY RD,,MOULTRIE,GA,31768,,2/4/2009,COLQUITT,12/31/2027,527783,430
STANFORD DAIRY,DAVID STANFORD,298  MARTIN ROAD,,SHARPSBURG,GA,30277,,298  MARTIN ROAD,,SHARPSBURG,GA,30277,,1/1/1900,COWETA,12/31/2027,1630416,420
STEPHEN ALLEN McCLURE JR. #013,MARK EDMINSTON,730  DEKALB INDUSTRIAL BLVD,,DECATUR,GA,30030,,730  DEKALB INDUSTRIAL BLVD,,DECATUR,GA,30030,,3/4/2014,DEKALB,12/31/2027,2604415,475
STEVE HISE DAIRY,,3166  HOG JOWL RD,,CHICKAMAUGA,GA,30707,,3205  HOG JOWL RD,,CHICKAMAUGA,GA,30707,,3/25/2014,WALKER,12/31/2027,2628404,420
STEVE SMITH #115,STEVE SMITH,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,5/2/2014,APPLING,12/31/2027,1382316,470
STEVEN DUNCAN #006,STEVEN DUNCAN ,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,8/13/2019,APPLING,12/31/2027,55567644,470
"STONYFIELD FARM, INC",,10  BURTON DR,,LONDONDERRY,NH,3053,,10  BURTON DR,,LONDONDERRY,NH,3053,,11/15/2012,,12/31/2027,1692476,435
"STONYFIELD FARM, INC.",,3810  DELTA FAIR BLVD,,ANTIOCH,CA,94509,,10  BURTON DR,,LONDONDERRY,NH,3053,,11/16/2012,,12/31/2027,1692499,435
STRICKLAND FAMILY FARMS,,4765  GA HWY 253,,COLQUITT,GA,39837,,4765  GA HWY 253,,COLQUITT,GA,39837,,10/23/2012 13:33,BAKER,12/31/2013,1692445,420
"SUIZA DAIRY LLC, DBA PET DAIRY",,2221  PETTERSON AVE,,WINSTON SALEM,NC,27105,,2221  PETTERSON AVE,,WINSTON SALEM,NC,27105,,11/16/2012,FORSYTH,12/31/2027,1692516,435
"SUNRISE DAIRY, INC. (HARVEY)",THOMAS HARVEY,160  BETHEL CHURCH RD,,EATONTON,GA,31024,,5591  HWY. 212 W.,,MONTICELLO,GA,31064,,1/16/2014,PUTNAM,12/31/2027,527809,420
"SUNSHINE STATE DAIRY FARMS, LLC",GRAIG CORLETT,3304  SYDNEY RD,,PLANT CITY,FL,33566,,3304  SYDNEY RD,,PLANT CITY,FL,33566,,3/13/2014,,12/31/2027,2041569,445
SUPER FROSTY,VIRGIL ADOLF,1325  DONALD LEE HOLLOWELL PKWY  STE A,,ATLANTA,GA,30318,,1325  DONALD LEE HOLLOWELL PKWY  STE A,,ATLANTA,GA,30318,,1/1/1900,FULTON,12/31/2027,528175,460
SUPERIOR DAIRY INC.,,4719  NAVARRE RD SW,,CANTON,OH,44706,,4719  NAVARRE RD SW,,CANTON,OH,44706,,11/15/2012,,12/31/2027,1692464,435
SWEET GRASS DAIRY - JER.& JES. LITTLE,JEREMY LITTLE,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,19635 US HWY 19 N ,,THOMASVILLE,GA,31792,,1/1/1900,THOMAS,12/31/2027,527728,440
SYLVAN GROVE DAIRY,CECIL DUECK,4236 DUHART CHURCH RD,,LOUISVILLE,GA,,,4236 DUHART CHURCH RD,,LOUISVILLE,GA,,,1/1/1900,JEFFERSON,12/31/2013,527766,420
T & W FARMS,WARREN AND TIM CAMP,380  Lower Harmony RD,,EATONTON,GA,31024,,PO BOX 4212,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527567,420
T & W FARMS #2,TIM & WARREN CAMP,2289  GA HWY 212  W,,MONTICELLO,GA,31064,,PO BOX 4212,,EATONTON,GA,31024,,1/1/1900,JASPER,12/31/2027,527579,420
TABITHA RANAE HANNOR #089,TABITHA RANAE HANNOR ,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,1/24/2020,APPLING,12/31/2027,55567679,470
TALENTI GELATO (plant),,1058  KING INDUSTRIAL DR,,MARIETTA,GA,30062,,1058  KING INDUSTRIAL DR,,MARIETTA,GA,30062,,10/26/2012,,12/31/2027,1692452,440
TALENTI GELATO (wash station),ZACHARY DYE,1058  KING INDUSTRAIL DR,,MARIETTA,GA,30062,,1058  KING INDUSTRAIL DR,,MARIETTA,GA,30062,,3/5/2013,COBB,12/31/2027,1692628,490
TAMMIE SCHIFFLI #92,,1950 SE HWY 484,,BELLEVIEW,GA,34421,,PO BOX 3790,,BELLEVIEW,GA,34421,,4/13/2011,LOWNDES,12/31/2027,1197435,470
TASTY ICE CREAM CO,SHAH HABIBI,185  WALKER ST,,ATLANTA,GA,30313,,185  WALKER ST,,ATLANTA,GA,30313,,1/1/1900,FULTON,12/31/2013,528176,460
TATUM DAIRY INC.,,1250 PINE GROVE RD,,NICHOLLS,GA,31554,,1250 PINE GROVE RD,,NICHOLLS,GA,31554,,1/1/1900,BACON,12/31/2027,527539,420
TED TROTTER #DL009,,871  SON WRIGHT RD,,DIXIE,GA,31629,,PO BOX 508,,QUITMAN,GA,31643,,4/6/2016,BROOKS,12/31/2027,50003393,470
THE CAPRA GIA CHEESE COMPANY (plant),MARK STEVENS,3325  SHADY GROVE ROAD,,CARROLLTON,GA,30116,,3325  SHADY GROVE ROAD,,CARROLLTON,GA,30116,,1/1/1900,CARROLL,12/31/2027,1319453,440
THE CAPRA GIA DAIRY (farm),MARK STEVENS,3325  SHADY GROVE ROAD,,CARROLLTON,GA,30116,,3325  SHADY GROVE ROAD,,CARROLLTON,GA,30116,,1/1/1900,CARROLL,12/31/2027,1319452,421
THE DANNON COMPANY,,216  SOUTHGATE DR,,MINSTER,OH,45865,,PO BOX 122,,MINSTER,OH,45865,,11/15/2012,,12/31/2027,1692465,435
"THE DANNON COMPANY, INC.",,1300 W PETER SMITH,,FORT WORTH,TX,76104,,1300 W PETER SMITH,,FORT WORTH,TX,76104,,11/15/2012,,12/31/2027,1692456,445
THE SWEET SPOT,,336 S HAMILTON ST,,DALTON,GA,30720,,309  BATTLE WAY ST,,DALTON,GA,30720,,1/21/2016,,12/31/2027,50002722,440
THE WOODSMAN & WIFE LLC,RYAN BURGER,4843  YEAGER RD,,DOUGLASVILLE,GA,30135,,4843  YEAGER RD,,DOUGLASVILLE,GA,30135,,6/28/2016,DOUGLAS,12/31/2027,55555562,440
THE YOFARM COMPANY,Jeanne Cocchiarella,162  SPRING ST,,NAUGATUCK,CT,6770,,162  SPRING ST,,NAUGATUCK,CT,6770,,11/30/2012,,12/31/2027,1692585,445
THERMO PAC,KELLY HUFF,1609  STONE RIDGE DR,,STONE MOUNTAIN,GA,30083,,1609  STONE RIDGE DR,,STONE MOUNTAIN,GA,30083,,11/25/2008,DEKALB,12/31/2027,528102,440
THOMAS CARSON #229,,4109  SID NEWTON RD,,MILLEN,GA,30442,,PO BOX 868,,MILLEN,GA,30442,,8/15/2013,,12/31/2027,1972980,470
THOMAS MCMILLAN #32,,445  HURRICANE TRL,,DACULA,GA,30019,,PO BOX 1130,,LAWRENCEVILLE,GA,30046,,6/11/2014,GWINNETT,12/31/2027,1382343,475
"THOMASTON MILK COMPANY, INC",BOBBY COE,308 E MAIN ST,,THOMASTON,GA,30286,,308 E MAIN ST,,THOMASTON,GA,30286,,1/1/1900,UPSON,12/31/2027,527997,460
TIM CAMP #033,,384  HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,5/8/2014,PUTNAM,12/31/2027,1381888,470
TIM OSCARSON #222,,1719  BARNESVILLE RD.,,YATESVILLE,GA,31097,,1719  BARNESVILLE RD.,,YATESVILLE,GA,31097,,2/4/2014,UPSON,12/31/2027,2604414,470
TIM PATE #DL096,TIM PATE,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,1961 MONUMENT CHURCH RD ,,QUITMAN,GA,31643,,10/10/2019,BROOKS,12/31/2027,55567645,470
TIM TAYLOR #42,,384  LOWER HARMONY RD,,EATONTON,GA,31024,,PO BOX 3459,,EATONTON,GA,31024,,5/8/2014,PUTNAM,12/31/2027,1408415,470
TIMMY L BROWN #010,TIMMY L BROWN,4019 RED OAK RD ,,BAXLEY,GA,31513,,4019 RED OAK RD ,,BAXLEY,GA,31513,,11/19/2018,APPLING,12/31/2027,55567583,470
TIMMY WESLEY #078,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,9/24/2014,,12/31/2027,2498443,470
TIMOTHY CHAFIN #DL093,TIMOTHY CHAFIN ,4483 CHERRY RD NE ,,ARLINGTON,GA,39813,,PO BOX 536 ,,ARLINGTON,GA,39813,,6/20/2019,CALHOUN,12/31/2027,55567636,470
TOMAS DE LA CRUZ #DL102,TOMAS DE LA CRUZ ,500 PROGRESSIVE RD,,MONTEZUMA,GA,31063,,PO BOX 820 ,,MONTEZUMA,GA,31063,,1/16/2020,DOOLY,12/31/2027,55567671,470
TOMMY J. BEECHER #083,,4019  RED OAK RD,,BAXLEY,GA,31513,,4019  RED OAK RD,,BAXLEY,GA,31513,,5/8/2014,APPLING,12/31/2027,1692492,470
TRAVIS ALLEN #026,TRAVIS ALLEN ,2947 JACKSON DAIRY RD,,BACONTON,GA,31716,,PO BOX 3790 ,,BELLEVIEW,FL,34421,,10/10/2019,,12/31/2027,55567648,475
TROPICAL ICE CREAM,SERGIO SANDOVAL DELGADILLO,1775  WILWAT DR  STE F,,NORCROSS,GA,30093,,1775  WILWAT DR  STE F,,NORCROSS,GA,30093,,10/16/2014,,12/31/2027,50004491,460
TROYER CHEESE INC.,John Troyer,5231  CO. RD   77,,MILLERSBURG,OH,44654,,5231  CO. RD   77,,MILLERSBURG,OH,44654,,2/15/2013,,12/31/2027,1692625,445
TRUELOVE DAIRY  INC.,,6161  ELMER TRUELOVE RD,,CLERMONT,GA,30527,,6161  ELMER TRUELOVE RD,,CLERMONT,GA,30527,,1/1/1900,HALL,12/31/2027,527582,420
"TURK, ERNEST",ERNEST TURK,568 NE LOWER HARMONY RD,,EATONTON,GA,31024,,597  LOWER HARMONY RD,,EATONTON,GA,31024,,1/1/1900,PUTNAM,12/31/2027,527564,420
TWIN OAKS FARM,NOAH HOLDEMAN,1878  TWIN OAKS RD,,WRENS,GA,30833,,1878  TWIN OAKS RD,,WRENS,GA,30833,,1/1/1900,JEFFERSON,12/31/2013,527533,420
TYRONE BOOKER #DL108,TYRONE BOOKER,871 SON WRIGHT RD ,,DIXIE,GA,31629,,PO BOX 508 ,,QUITMAN,GA,31643,,2/18/2020,BROOKS,12/31/2027,55567684,470
TYRONE TURNER #37,,60  HAROLD G CLARKE PKWY,,FORSYTH,GA,31029,,PO BOX 907,,FORSYTH,GA,31029,,7/17/2014,MONROE,12/31/2027,1408409,470
"UDDERLY COOL DAIRY, LLC",JEFF & KAREN GREEN,300  WEST DR,,ROOPVILLE,GA,30170,,300  WEST DR,,ROOPVILLE,GA,30170,,1/1/1900,CARROLL,12/31/2027,1357402,440
"UDDERLY COOL DAIRY, LLC #1",JEFF GREEN #156,300  WEST DRIVE,,ROOPVILLE,GA,30170,,300  WEST DRIVE,,ROOPVILLE,GA,30170,,9/2/2015,HEARD,12/31/2027,37109759,480
UGA DAIRY BARN,,425  RIVER RD   ANIMAL & DAIRY SCIENCE COMPLEX,,ATHENS,GA,30602,,425  river RD   ANIMAL & DAIRY SCIENCE COMPLEX,,ATHENS,GA,30602,,1/13/2009,CLARKE,12/31/2027,528407,420
UNILEVER MFG INC - GOOD HUMOR BREYERS,,5400 N 118TH AVE,,CLEARWATER,FL,33760,,521  SOUTH BOSTON,,TULSA,OK,74103,,10/11/2012,,,55558243,435
